product_name,brand,category,ingredients,skin_type,price,rating
Multi-lateral dynamic collaboration Moisturizer,Nivea,toner,"charcoal, niacinamide, vitamin C, ceramides, glycolic acid",dry,305.17,4.6
Implemented interactive pricing structure Face mask,Lakme,cleanser,"tea tree oil, salicylic acid, charcoal",normal,1992.42,4.8
Multi-layered directional contingency Moisturizer,The Ordinary,face mask,"retinol, salicylic acid, charcoal",normal,1986.41,3.6
Synergistic bottom-line secured line Serum,Plum,eye cream,"ceramides, tea tree oil, kojic acid",normal,1059.44,2.2
Digitized contextually-based knowledge user Moisturizer,Lakme,eye cream,"green tea, aloe vera, zinc, shea butter",dry,313.6,4.5
Operative object-oriented solution Sunscreen,Dot & Key,serum,"zinc, green tea, aloe vera",dry,448.74,2.6
Realigned tangible info-mediaries Moisturizer,Neutrogena,moisturizer,"green tea, ceramides, charcoal",oily,1349.48,3.4
Proactive asymmetric support Moisturizer,Biotique,face mask,"tea tree oil, zinc, retinol, rose water, ceramides",normal,1556.2,4.3
Compatible systemic productivity Sunscreen,Forest Essentials,face wash,"niacinamide, charcoal, aloe vera",normal,1673.91,4.1
Up-sized systemic adapter Face wash,Dove,face mask,"turmeric, ceramides, vitamin C, shea butter",combination,350.65,2.4
Implemented well-modulated neural-net Face mask,Olay,sunscreen,"ceramides, turmeric, green tea",combination,431.61,3.3
Future-proofed object-oriented collaboration Sunscreen,WOW Skin Science,serum,"ceramides, turmeric, charcoal",normal,577.45,4.9
Switchable value-added help-desk Moisturizer,Lakme,sunscreen,"salicylic acid, kojic acid, vitamin C, aloe vera, niacinamide",normal,1068.78,4.7
Implemented 3rdgeneration hardware Toner,Neutrogena,face mask,"turmeric, glycolic acid, zinc",oily,1268.25,4.5
Balanced non-volatile artificial intelligence Moisturizer,Cetaphil,sunscreen,"tea tree oil, shea butter, zinc",dry,1691.53,2.9
Inverse full-range strategy Face mask,Nivea,moisturizer,"niacinamide, salicylic acid, rose water",sensitive,1391.84,1.5
Phased multi-tasking methodology Face mask,Aqualogica,cleanser,"shea butter, charcoal, kojic acid",sensitive,1174.43,3.7
Intuitive human-resource parallelism Cleanser,Plum,toner,"turmeric, glycolic acid, vitamin C",sensitive,1032.53,2.9
Horizontal composite capacity Eye cream,Pond's,face wash,"rose water, glycolic acid, salicylic acid",combination,1713.81,2.3
Intuitive 5thgeneration policy Sunscreen,Minimalist,face wash,"niacinamide, salicylic acid, turmeric, green tea, retinol",combination,403.2,3.3
Secured secondary neural-net Sunscreen,Lakme,cleanser,"charcoal, tea tree oil, niacinamide, retinol",normal,1440.51,1.8
Multi-tiered 6thgeneration infrastructure Toner,Nivea,cleanser,"turmeric, hyaluronic acid, ceramides, vitamin C",combination,1410.58,4.4
Up-sized executive adapter Cleanser,Himalaya,moisturizer,"turmeric, tea tree oil, salicylic acid",normal,1970.72,4.8
Optimized eco-centric installation Serum,Olay,sunscreen,"vitamin C, ceramides, niacinamide",normal,1877.29,1.5
Robust national parallelism Cleanser,Forest Essentials,sunscreen,"aloe vera, charcoal, retinol, turmeric",sensitive,479.27,1.5
Digitized next generation attitude Sunscreen,Nivea,toner,"ceramides, charcoal, turmeric",combination,477.04,4.4
Future-proofed impactful product Serum,Plum,serum,"rose water, ceramides, shea butter, glycolic acid",combination,1927.86,4.5
Enterprise-wide intermediate help-desk Toner,The Derma Co,serum,"vitamin C, hyaluronic acid, charcoal, ceramides, rose water",dry,1741.85,3
Triple-buffered value-added superstructure Serum,Minimalist,face wash,"niacinamide, kojic acid, zinc, charcoal, salicylic acid",sensitive,401.18,2.4
User-centric composite conglomeration Serum,The Ordinary,eye cream,"ceramides, green tea, shea butter",dry,965.88,4.7
Team-oriented contextually-based flexibility Face mask,Dove,moisturizer,"green tea, hyaluronic acid, ceramides, aloe vera, salicylic acid",dry,1385.96,1.9
Visionary system-worthy functionalities Moisturizer,Nivea,face mask,"aloe vera, rose water, niacinamide, kojic acid, charcoal",normal,1724.15,2.4
Multi-tiered multi-state neural-net Toner,Dove,toner,"aloe vera, tea tree oil, niacinamide, kojic acid",oily,553.19,3.8
Extended analyzing core Face wash,Neutrogena,sunscreen,"retinol, tea tree oil, green tea, shea butter",sensitive,139.13,1.2
Synchronized object-oriented open system Cleanser,Biotique,face wash,"vitamin C, ceramides, zinc",dry,316.7,1.6
Persistent user-facing secured line Sunscreen,Mamaearth,sunscreen,"aloe vera, glycolic acid, rose water",combination,345.36,2.1
Balanced zero administration projection Face mask,Neutrogena,sunscreen,"green tea, hyaluronic acid, charcoal, niacinamide",sensitive,938.8,3.4
Secured contextually-based portal Cleanser,Dove,moisturizer,"green tea, vitamin C, ceramides",dry,329.65,2.4
Reverse-engineered local ability Moisturizer,WOW Skin Science,toner,"salicylic acid, zinc, kojic acid, retinol",normal,912.71,4.5
Phased context-sensitive product Moisturizer,Himalaya,serum,"glycolic acid, rose water, turmeric",sensitive,284.5,3
Profit-focused cohesive task-force Moisturizer,Plum,serum,"vitamin C, aloe vera, retinol, charcoal",dry,1713.66,1.5
Configurable well-modulated policy Cleanser,The Derma Co,sunscreen,"shea butter, tea tree oil, turmeric, aloe vera",combination,279.12,2.5
Synchronized tertiary budgetary management Face mask,The Ordinary,cleanser,"shea butter, aloe vera, niacinamide, green tea",normal,920.97,1.1
Pre-emptive tertiary time-frame Sunscreen,Dove,sunscreen,"tea tree oil, shea butter, ceramides, zinc",oily,1564.52,2.4
Synergized dynamic moratorium Serum,Neutrogena,face wash,"tea tree oil, zinc, retinol, vitamin C, charcoal",dry,606.98,1
Cross-platform asynchronous frame Face wash,Cetaphil,face mask,"rose water, hyaluronic acid, shea butter, turmeric",dry,770.66,2.1
Re-engineered neutral challenge Serum,Lakme,toner,"charcoal, green tea, niacinamide, tea tree oil, retinol",sensitive,1777.03,2.3
Pre-emptive optimal standardization Toner,Pond's,sunscreen,"turmeric, rose water, ceramides, aloe vera",dry,1061.74,4
Customizable responsive firmware Toner,Neutrogena,face wash,"shea butter, hyaluronic acid, kojic acid, charcoal, ceramides",oily,443.75,2.3
Secured holistic service-desk Toner,Biotique,moisturizer,"aloe vera, retinol, niacinamide, kojic acid",sensitive,1816.12,3.9
Multi-channeled client-driven groupware Face mask,Biotique,eye cream,"rose water, retinol, kojic acid, turmeric",sensitive,1501.74,3.9
Polarized uniform success Moisturizer,Aqualogica,eye cream,"retinol, vitamin C, niacinamide, ceramides, kojic acid",dry,106.08,4.3
Managed directional functionalities Moisturizer,Neutrogena,toner,"aloe vera, ceramides, tea tree oil, shea butter",sensitive,112.06,2.8
Robust system-worthy policy Face mask,Biotique,serum,"zinc, hyaluronic acid, glycolic acid, tea tree oil, shea butter",normal,1101.67,3
Visionary optimizing neural-net Eye cream,Himalaya,face wash,"aloe vera, vitamin C, kojic acid",oily,1531.02,2.3
Open-source motivating structure Cleanser,Cetaphil,sunscreen,"retinol, niacinamide, vitamin C",normal,126.52,4
Business-focused encompassing ability Face wash,Neutrogena,face wash,"rose water, kojic acid, shea butter, turmeric, tea tree oil",sensitive,1519.18,1.7
Cloned zero administration extranet Eye cream,Olay,face mask,"turmeric, ceramides, aloe vera, glycolic acid",normal,298.16,1.6
Stand-alone scalable adapter Sunscreen,Minimalist,sunscreen,"rose water, kojic acid, retinol, glycolic acid, aloe vera",combination,642,1.4
Multi-tiered 24hour application Moisturizer,Biotique,toner,"glycolic acid, ceramides, zinc",oily,534.5,4.6
Reduced client-driven website Serum,Plum,moisturizer,"shea butter, retinol, salicylic acid, vitamin C, hyaluronic acid",sensitive,497.34,1.4
Cross-platform directional complexity Cleanser,Olay,serum,"salicylic acid, shea butter, tea tree oil, hyaluronic acid",dry,875.11,3
Profit-focused clear-thinking circuit Face wash,Olay,serum,"salicylic acid, charcoal, rose water",sensitive,350.4,2
Enhanced bandwidth-monitored standardization Cleanser,Olay,face mask,"green tea, ceramides, niacinamide",dry,767.81,4.3
Team-oriented holistic standardization Serum,The Ordinary,eye cream,"glycolic acid, niacinamide, ceramides, vitamin C",oily,566.69,4.6
Re-contextualized contextually-based success Toner,Olay,face mask,"vitamin C, shea butter, charcoal, ceramides, aloe vera",normal,108.48,2.5
Profit-focused clear-thinking array Moisturizer,Pond's,serum,"ceramides, turmeric, vitamin C, zinc",normal,1018.93,1.3
Mandatory asynchronous utilization Cleanser,L'Oreal Paris,serum,"green tea, salicylic acid, niacinamide, turmeric",oily,450.83,2.7
Re-engineered mobile database Face mask,The Derma Co,eye cream,"rose water, turmeric, salicylic acid",oily,1244.55,4.9
Inverse bandwidth-monitored strategy Serum,Minimalist,cleanser,"turmeric, zinc, charcoal",dry,181.28,3.5
Customizable disintermediate core Serum,Forest Essentials,face wash,"glycolic acid, niacinamide, turmeric",sensitive,470.11,4.1
Networked bi-directional circuit Toner,Nivea,sunscreen,"hyaluronic acid, shea butter, turmeric, salicylic acid, retinol",normal,1953.59,2.6
Synchronized uniform superstructure Toner,The Ordinary,face wash,"salicylic acid, hyaluronic acid, charcoal, zinc, green tea",oily,428.38,1.5
Business-focused 24/7 time-frame Sunscreen,Nivea,serum,"green tea, glycolic acid, aloe vera, ceramides",combination,1253.33,4.5
Realigned uniform data-warehouse Sunscreen,Himalaya,eye cream,"zinc, salicylic acid, vitamin C, turmeric",dry,1214.05,3.4
Total zero tolerance website Face mask,Dot & Key,cleanser,"green tea, vitamin C, retinol, turmeric",oily,1567.13,2.3
Intuitive optimal utilization Toner,Pond's,toner,"aloe vera, salicylic acid, zinc",combination,841.53,2.7
Persistent human-resource throughput Moisturizer,Pond's,face mask,"glycolic acid, niacinamide, green tea",combination,1169.21,2
Inverse optimal product Toner,The Derma Co,serum,"retinol, salicylic acid, zinc",oily,1621.11,3.9
Organized homogeneous synergy Moisturizer,Olay,toner,"niacinamide, zinc, kojic acid, vitamin C, tea tree oil",normal,1432.67,3.8
Extended 3rdgeneration benchmark Toner,L'Oreal Paris,cleanser,"rose water, hyaluronic acid, aloe vera, glycolic acid, ceramides",dry,1619.15,2
Reduced responsive functionalities Cleanser,WOW Skin Science,eye cream,"tea tree oil, niacinamide, green tea, zinc, retinol",dry,451.13,4.9
User-centric 5thgeneration initiative Eye cream,Forest Essentials,eye cream,"salicylic acid, green tea, hyaluronic acid, zinc",normal,1784.99,2
Operative client-server infrastructure Toner,Pond's,toner,"niacinamide, salicylic acid, kojic acid, glycolic acid",normal,1760.64,1.2
Cross-platform global knowledgebase Eye cream,Dot & Key,face wash,"charcoal, hyaluronic acid, kojic acid, aloe vera",combination,532.01,3.6
Fundamental systemic paradigm Face wash,Olay,cleanser,"zinc, turmeric, rose water, tea tree oil, retinol",combination,316.09,1.7
Ameliorated object-oriented system engine Face mask,Cetaphil,face wash,"hyaluronic acid, rose water, green tea, retinol",dry,1303.01,4.1
Profit-focused static installation Face wash,WOW Skin Science,face mask,"zinc, tea tree oil, ceramides",normal,651.07,2.2
Extended cohesive utilization Serum,The Derma Co,cleanser,"retinol, charcoal, green tea",oily,783.87,4.8
Progressive tangible capability Serum,WOW Skin Science,sunscreen,"rose water, hyaluronic acid, tea tree oil",combination,1047.98,1.3
Business-focused optimizing complexity Sunscreen,Forest Essentials,moisturizer,"niacinamide, rose water, green tea, hyaluronic acid",oily,571.91,3.4
Extended 24hour service-desk Serum,Olay,eye cream,"turmeric, kojic acid, rose water, green tea, zinc",combination,430.41,4
Switchable asymmetric array Face mask,Biotique,face wash,"turmeric, aloe vera, tea tree oil, rose water",oily,272.86,2.6
Business-focused content-based neural-net Eye cream,Forest Essentials,cleanser,"salicylic acid, green tea, niacinamide, ceramides",sensitive,1646.36,1.7
Team-oriented zero tolerance standardization Eye cream,Mamaearth,toner,"charcoal, salicylic acid, rose water",normal,630.7,2.3
Face-to-face optimizing complexity Face wash,Biotique,face mask,"rose water, salicylic acid, aloe vera, turmeric, kojic acid",combination,1024.41,1.1
Seamless optimal function Face wash,Forest Essentials,serum,"retinol, charcoal, green tea",normal,1975.07,1.8
Multi-layered bottom-line infrastructure Toner,WOW Skin Science,eye cream,"rose water, salicylic acid, kojic acid, zinc, shea butter",sensitive,1221.8,4.2
Re-contextualized clear-thinking portal Face mask,The Ordinary,moisturizer,"vitamin C, retinol, salicylic acid, shea butter",normal,1832.76,1.7
Automated mission-critical structure Face wash,Himalaya,eye cream,"turmeric, tea tree oil, hyaluronic acid, glycolic acid, ceramides",oily,1693.17,5
Organized impactful access Serum,Mamaearth,face mask,"ceramides, turmeric, vitamin C, glycolic acid",dry,1578.51,2.5
Open-architected impactful artificial intelligence Moisturizer,WOW Skin Science,serum,"green tea, shea butter, charcoal, glycolic acid",oily,1679.69,2.3
Up-sized even-keeled firmware Eye cream,Nivea,sunscreen,"charcoal, ceramides, aloe vera, salicylic acid, hyaluronic acid",sensitive,177.18,2
Universal uniform definition Face mask,Pond's,eye cream,"hyaluronic acid, niacinamide, charcoal, kojic acid",dry,554.65,2
Future-proofed maximized superstructure Cleanser,Cetaphil,eye cream,"kojic acid, glycolic acid, rose water, vitamin C, zinc",oily,1920.82,4.8
Realigned didactic time-frame Cleanser,Olay,serum,"retinol, salicylic acid, charcoal, shea butter, tea tree oil",sensitive,1770.1,4.3
Vision-oriented dedicated analyzer Sunscreen,Plum,toner,"hyaluronic acid, rose water, shea butter, retinol",normal,1778.57,2.8
Open-source holistic extranet Serum,L'Oreal Paris,face wash,"aloe vera, ceramides, salicylic acid, charcoal, niacinamide",sensitive,1432.75,2.9
Mandatory empowering forecast Eye cream,Minimalist,eye cream,"hyaluronic acid, aloe vera, retinol, charcoal",normal,940.41,1.9
Visionary incremental installation Eye cream,Olay,moisturizer,"tea tree oil, turmeric, vitamin C",combination,1637.4,1.2
Fundamental fault-tolerant application Face wash,Dove,face wash,"turmeric, hyaluronic acid, shea butter, ceramides, glycolic acid",normal,1274.82,2.3
Implemented fresh-thinking alliance Serum,The Ordinary,face mask,"retinol, salicylic acid, niacinamide, vitamin C, turmeric",dry,1617.52,3.6
Cloned intangible emulation Sunscreen,The Derma Co,face mask,"tea tree oil, green tea, ceramides, aloe vera",dry,145.16,1.6
Total intermediate alliance Sunscreen,Biotique,moisturizer,"turmeric, glycolic acid, rose water, zinc",normal,1235.29,1.7
Focused cohesive encoding Serum,Minimalist,eye cream,"charcoal, aloe vera, hyaluronic acid",dry,709.31,2.5
Synchronized tertiary leverage Toner,WOW Skin Science,toner,"niacinamide, glycolic acid, turmeric, ceramides, rose water",dry,398.03,2.3
Innovative clear-thinking initiative Cleanser,Himalaya,serum,"salicylic acid, ceramides, hyaluronic acid",dry,316.67,4.7
Operative didactic productivity Toner,Mamaearth,eye cream,"tea tree oil, charcoal, rose water, zinc, turmeric",oily,1940.09,4.1
Inverse upward-trending productivity Cleanser,Cetaphil,toner,"hyaluronic acid, charcoal, niacinamide",oily,440.85,2.5
Devolved background info-mediaries Serum,Mamaearth,cleanser,"vitamin C, rose water, ceramides",normal,338.13,2.1
Profit-focused impactful migration Eye cream,WOW Skin Science,face mask,"salicylic acid, glycolic acid, green tea, rose water",combination,356.08,1.2
Enterprise-wide dedicated frame Eye cream,Olay,moisturizer,"niacinamide, vitamin C, zinc, salicylic acid",sensitive,752.45,2.8
Networked asymmetric superstructure Face mask,The Ordinary,face mask,"zinc, retinol, kojic acid, turmeric",oily,1017.42,3
Intuitive eco-centric concept Eye cream,Nivea,face wash,"salicylic acid, ceramides, niacinamide, kojic acid, charcoal",sensitive,1199.58,1.8
Versatile needs-based toolset Sunscreen,L'Oreal Paris,moisturizer,"ceramides, rose water, hyaluronic acid, vitamin C",sensitive,894.18,2.4
Vision-oriented high-level capability Serum,Plum,eye cream,"ceramides, tea tree oil, hyaluronic acid, glycolic acid",dry,1874.74,1.3
Customer-focused bifurcated groupware Face wash,Pond's,face mask,"rose water, niacinamide, ceramides, hyaluronic acid, vitamin C",normal,1750.1,4.7
Realigned mobile process improvement Face wash,Minimalist,serum,"retinol, glycolic acid, rose water, shea butter",oily,1444.71,4.4
Cloned radical Local Area Network Face mask,Plum,face wash,"kojic acid, glycolic acid, aloe vera",combination,1439.29,1.3
Digitized mobile monitoring Face mask,Mamaearth,face wash,"green tea, kojic acid, turmeric, salicylic acid, rose water",oily,1561.55,1.7
Synergized methodical Local Area Network Eye cream,Plum,cleanser,"aloe vera, ceramides, glycolic acid, turmeric",normal,1277.82,1.6
Networked upward-trending monitoring Face wash,The Derma Co,cleanser,"rose water, salicylic acid, kojic acid",dry,496.02,3.2
Universal directional ability Sunscreen,Dot & Key,eye cream,"kojic acid, tea tree oil, shea butter, aloe vera, salicylic acid",sensitive,740.42,3.8
Total composite focus group Serum,The Derma Co,moisturizer,"salicylic acid, shea butter, ceramides",normal,1677.56,2.8
Distributed homogeneous data-warehouse Sunscreen,Minimalist,serum,"kojic acid, retinol, niacinamide",combination,897.26,4.5
Optional zero-defect adapter Sunscreen,Neutrogena,moisturizer,"ceramides, vitamin C, tea tree oil, salicylic acid, niacinamide",combination,1543.94,2.2
Phased client-driven toolset Toner,Lakme,toner,"niacinamide, charcoal, hyaluronic acid, salicylic acid, zinc",combination,146.16,3.2
Versatile mission-critical benchmark Moisturizer,Dot & Key,sunscreen,"green tea, kojic acid, charcoal, tea tree oil",normal,1135.72,1.6
Function-based 6thgeneration emulation Moisturizer,Minimalist,face mask,"kojic acid, salicylic acid, zinc, green tea, charcoal",combination,136.23,2.4
Cross-group logistical workforce Moisturizer,The Derma Co,serum,"hyaluronic acid, charcoal, zinc, niacinamide",sensitive,1920.19,3.9
Centralized uniform concept Toner,Dot & Key,toner,"retinol, tea tree oil, hyaluronic acid",normal,753.16,4.2
Virtual client-server Graphic Interface Face wash,Lakme,toner,"glycolic acid, charcoal, turmeric, zinc",dry,458.39,4.2
Streamlined upward-trending time-frame Cleanser,Aqualogica,sunscreen,"charcoal, retinol, tea tree oil, kojic acid",oily,607.95,1.3
Horizontal global Internet solution Serum,Aqualogica,face mask,"tea tree oil, hyaluronic acid, rose water, vitamin C, retinol",normal,968.64,3
Public-key zero administration middleware Face wash,The Ordinary,toner,"aloe vera, glycolic acid, tea tree oil",oily,1487.16,2.1
Expanded local toolset Toner,Dot & Key,cleanser,"charcoal, tea tree oil, turmeric",oily,1462.82,4.2
Streamlined national knowledge user Sunscreen,Aqualogica,cleanser,"ceramides, salicylic acid, hyaluronic acid",dry,863.3,4.1
Devolved dedicated capacity Toner,Pond's,serum,"green tea, vitamin C, ceramides, kojic acid",oily,481.22,2.1
Face-to-face upward-trending throughput Sunscreen,Cetaphil,eye cream,"ceramides, salicylic acid, tea tree oil",combination,535.66,4.8
Synergized multi-state support Face wash,Dot & Key,toner,"aloe vera, niacinamide, zinc, rose water, vitamin C",normal,309.41,4.2
Operative bi-directional infrastructure Moisturizer,L'Oreal Paris,face mask,"retinol, tea tree oil, glycolic acid, ceramides, rose water",normal,1611.07,1.6
Mandatory exuding solution Face wash,Cetaphil,face mask,"retinol, kojic acid, ceramides, rose water",combination,1669.2,3.9
Persevering foreground artificial intelligence Face wash,Olay,face mask,"zinc, turmeric, rose water, retinol, niacinamide",normal,413.91,3.6
Visionary demand-driven superstructure Face mask,Dove,toner,"tea tree oil, glycolic acid, ceramides, shea butter",normal,1574.01,2.4
Secured web-enabled knowledge user Eye cream,Olay,moisturizer,"salicylic acid, vitamin C, green tea, glycolic acid",normal,1303.75,4.3
Face-to-face executive definition Eye cream,Olay,serum,"vitamin C, charcoal, ceramides, rose water, salicylic acid",oily,657.92,1.1
Persevering solution-oriented Internet solution Toner,Dot & Key,moisturizer,"aloe vera, salicylic acid, charcoal, tea tree oil",sensitive,1611.58,3.4
Public-key explicit utilization Face mask,Lakme,sunscreen,"glycolic acid, vitamin C, shea butter, green tea",combination,1895.16,3.1
Versatile fresh-thinking process improvement Face mask,Neutrogena,serum,"turmeric, niacinamide, shea butter",oily,465.13,3.7
Synchronized system-worthy instruction set Face mask,Himalaya,moisturizer,"tea tree oil, ceramides, aloe vera, zinc",sensitive,592.98,1.9
Synchronized zero administration budgetary management Moisturizer,Dove,toner,"green tea, turmeric, rose water, charcoal, niacinamide",combination,989.82,1.7
Devolved human-resource definition Moisturizer,Plum,eye cream,"retinol, aloe vera, vitamin C",combination,785.79,3.2
Programmable global projection Moisturizer,Olay,toner,"rose water, hyaluronic acid, ceramides, glycolic acid, charcoal",oily,1354.07,2.8
Streamlined tertiary moderator Moisturizer,Lakme,sunscreen,"shea butter, salicylic acid, niacinamide, green tea",combination,581.84,4.7
Upgradable 24/7 capability Toner,Mamaearth,cleanser,"green tea, charcoal, niacinamide",oily,1836.66,4.5
Fully-configurable executive alliance Cleanser,The Ordinary,toner,"charcoal, shea butter, ceramides, kojic acid",combination,1362.14,4.3
Open-architected solution-oriented project Cleanser,Biotique,face mask,"vitamin C, niacinamide, green tea, charcoal",dry,1969.58,2.2
Exclusive 5thgeneration implementation Serum,Dove,eye cream,"aloe vera, kojic acid, turmeric, rose water, ceramides",normal,476.72,3.9
Quality-focused neutral Local Area Network Face wash,The Ordinary,face mask,"turmeric, green tea, tea tree oil, vitamin C, glycolic acid",normal,375.34,1.2
Multi-layered cohesive pricing structure Face wash,The Ordinary,face mask,"tea tree oil, zinc, rose water, shea butter, turmeric",normal,379.98,2.5
Monitored responsive standardization Cleanser,Minimalist,toner,"turmeric, green tea, charcoal",normal,681.05,3.4
Devolved client-driven solution Moisturizer,Olay,moisturizer,"ceramides, shea butter, turmeric, rose water",normal,1087.27,1
Balanced multimedia infrastructure Sunscreen,WOW Skin Science,serum,"salicylic acid, shea butter, vitamin C, charcoal",combination,140.44,2.6
Face-to-face mission-critical challenge Face mask,Biotique,face mask,"zinc, green tea, salicylic acid, retinol, vitamin C",combination,1066.26,1.7
Triple-buffered optimizing forecast Sunscreen,Olay,toner,"zinc, salicylic acid, charcoal",normal,1907.55,4.6
Automated client-driven interface Face wash,Pond's,moisturizer,"shea butter, turmeric, zinc",normal,472.14,3.2
Customer-focused encompassing concept Cleanser,Plum,toner,"niacinamide, ceramides, rose water",sensitive,1822.21,2
Quality-focused asymmetric groupware Face mask,Mamaearth,serum,"hyaluronic acid, ceramides, glycolic acid",combination,372.86,3.5
Persistent radical strategy Face mask,WOW Skin Science,toner,"charcoal, aloe vera, vitamin C, glycolic acid",dry,687.02,2.8
Distributed reciprocal core Face mask,Neutrogena,toner,"hyaluronic acid, aloe vera, zinc, tea tree oil, niacinamide",oily,1774.22,1.1
Synergized reciprocal contingency Toner,Dot & Key,eye cream,"green tea, aloe vera, charcoal",normal,1947.36,3.3
Quality-focused 24/7 conglomeration Face wash,L'Oreal Paris,toner,"vitamin C, tea tree oil, shea butter, turmeric",sensitive,993.86,2.1
Virtual bi-directional process improvement Moisturizer,Cetaphil,eye cream,"glycolic acid, niacinamide, charcoal, green tea",dry,565.56,2.1
Networked intermediate Graphic Interface Moisturizer,Aqualogica,face wash,"niacinamide, charcoal, zinc",oily,280.28,3.1
Versatile analyzing focus group Cleanser,Cetaphil,face mask,"kojic acid, rose water, retinol, charcoal",sensitive,1759.98,1.1
Extended bandwidth-monitored middleware Serum,Himalaya,face mask,"shea butter, vitamin C, kojic acid, retinol, charcoal",sensitive,1300.49,3.8
Polarized background hierarchy Eye cream,The Ordinary,face wash,"tea tree oil, niacinamide, green tea",combination,521.74,1.7
Ergonomic responsive time-frame Face mask,Cetaphil,serum,"kojic acid, tea tree oil, green tea, ceramides",combination,1033.34,4.2
Ergonomic national website Cleanser,Cetaphil,toner,"turmeric, salicylic acid, kojic acid",normal,530.81,1.9
Multi-lateral transitional Graphic Interface Toner,Mamaearth,toner,"glycolic acid, retinol, turmeric, aloe vera, ceramides",dry,1105.7,4.3
Seamless responsive capability Toner,L'Oreal Paris,toner,"vitamin C, glycolic acid, rose water, niacinamide",combination,766.25,1.6
Universal mission-critical concept Face mask,Plum,face mask,"green tea, tea tree oil, retinol, turmeric",dry,1272.63,4.1
Multi-tiered empowering strategy Moisturizer,Olay,toner,"retinol, vitamin C, tea tree oil, ceramides, rose water",combination,1787.18,4.7
Total content-based core Sunscreen,Himalaya,face mask,"ceramides, vitamin C, aloe vera",combination,367.95,4.1
Exclusive zero administration approach Sunscreen,L'Oreal Paris,face mask,"charcoal, tea tree oil, glycolic acid, shea butter, aloe vera",oily,771.75,2.5
Future-proofed fault-tolerant initiative Serum,Dove,face wash,"tea tree oil, aloe vera, ceramides, niacinamide, rose water",oily,1135.38,3.2
Cross-platform static firmware Eye cream,The Derma Co,moisturizer,"hyaluronic acid, charcoal, shea butter, kojic acid, aloe vera",normal,682.46,3.2
Total cohesive project Serum,Aqualogica,face wash,"ceramides, glycolic acid, niacinamide",oily,1033.23,2.8
Configurable 24/7 instruction set Eye cream,Himalaya,face mask,"hyaluronic acid, vitamin C, glycolic acid, niacinamide, salicylic acid",sensitive,785.14,5
Reverse-engineered asynchronous middleware Sunscreen,Aqualogica,sunscreen,"shea butter, tea tree oil, niacinamide, rose water",sensitive,1063.94,2.6
Team-oriented bandwidth-monitored functionalities Cleanser,Biotique,eye cream,"charcoal, green tea, aloe vera",dry,1054.1,3.4
Advanced systemic implementation Cleanser,Lakme,face mask,"hyaluronic acid, tea tree oil, aloe vera, rose water",normal,1932.06,1.6
Stand-alone 4thgeneration middleware Serum,Dot & Key,toner,"shea butter, zinc, salicylic acid",sensitive,1268.47,2.2
Mandatory systemic synergy Cleanser,Nivea,face wash,"shea butter, vitamin C, green tea",sensitive,298.02,4.3
Universal clear-thinking capability Serum,Mamaearth,cleanser,"glycolic acid, retinol, kojic acid, ceramides, charcoal",dry,188.45,4.6
Mandatory even-keeled flexibility Cleanser,Nivea,toner,"shea butter, salicylic acid, zinc, aloe vera, hyaluronic acid",dry,802.49,3.2
Reduced stable protocol Toner,WOW Skin Science,moisturizer,"ceramides, niacinamide, shea butter, salicylic acid",sensitive,271.99,4.1
Networked explicit parallelism Face wash,Olay,toner,"charcoal, aloe vera, zinc, tea tree oil",dry,424.69,3.5
Operative national challenge Toner,Forest Essentials,sunscreen,"hyaluronic acid, charcoal, green tea",sensitive,838.09,1.1
Open-source bi-directional customer loyalty Serum,Nivea,serum,"shea butter, rose water, aloe vera",dry,1523.37,4
Compatible system-worthy synergy Face mask,Forest Essentials,face mask,"zinc, green tea, retinol",combination,1324.41,2
Switchable motivating pricing structure Face wash,L'Oreal Paris,cleanser,"charcoal, glycolic acid, rose water, shea butter",combination,418.77,1.7
Face-to-face well-modulated paradigm Eye cream,Minimalist,cleanser,"tea tree oil, vitamin C, niacinamide, shea butter",oily,689.78,1.5
Upgradable executive task-force Moisturizer,Aqualogica,serum,"ceramides, green tea, glycolic acid, zinc, hyaluronic acid",combination,1237.16,1.5
Function-based analyzing concept Face wash,Cetaphil,toner,"hyaluronic acid, aloe vera, turmeric, charcoal",normal,792.03,2.4
Networked maximized methodology Serum,Dot & Key,eye cream,"zinc, glycolic acid, kojic acid, retinol, charcoal",sensitive,1427.48,2.7
Compatible real-time matrix Toner,Plum,face mask,"tea tree oil, glycolic acid, vitamin C",sensitive,869.37,1
Innovative interactive analyzer Moisturizer,Nivea,cleanser,"rose water, hyaluronic acid, niacinamide",normal,258.71,3.5
Innovative context-sensitive parallelism Face mask,Cetaphil,face wash,"green tea, glycolic acid, aloe vera",normal,912.04,4.7
Devolved zero administration secured line Sunscreen,Dove,serum,"salicylic acid, glycolic acid, ceramides, retinol, green tea",sensitive,329.12,4.5
Sharable homogeneous moderator Eye cream,Forest Essentials,cleanser,"rose water, kojic acid, glycolic acid, green tea, hyaluronic acid",dry,1771.69,1.1
User-friendly well-modulated protocol Eye cream,Pond's,toner,"niacinamide, charcoal, zinc, retinol",dry,1043.55,1.2
Compatible analyzing architecture Sunscreen,Forest Essentials,cleanser,"retinol, turmeric, charcoal, zinc, green tea",oily,1022.84,4
